Date,Close,High,Low,Open,Volume,Acao
2024-09-06,35.287864685058594,36.133647180580354,35.21268601039413,36.05846492102844,32971700,PETR4.SA
2024-09-09,35.67316436767578,35.94569467789423,35.344250948368966,35.56039456461164,30521800,PETR4.SA
2024-09-10,35.081119537353516,35.6355725521113,34.770998103790006,35.6355725521113,37263500,PETR4.SA
2024-09-11,35.04352951049805,35.55099900779964,34.64882981763433,35.48521273824947,32907000,PETR4.SA
2024-09-12,34.648834228515625,35.07172553010204,34.53606440972188,35.043533971625585,22103300,PETR4.SA
2024-09-13,34.48907470703125,35.28786653987581,34.38570088715751,34.8743748452685,34729600,PETR4.SA
2024-09-16,34.96834945678711,35.44762742943444,34.921362334047956,34.99654459834074,22614800,PETR4.SA
2024-09-17,34.80859375,34.949555123188375,34.48907628526342,34.930759556452365,23443700,PETR4.SA
2024-09-18,33.97220993041992,34.7052190910634,33.97220993041992,34.686423524779244,38777000,PETR4.SA
2024-09-19,34.08498001098633,34.56425440789015,34.00979774525913,34.36690633768785,25059700,PETR4.SA
2024-09-20,34.07558059692383,34.20714956257037,33.897028092306584,34.08498017262818,48336200,PETR4.SA
2024-09-23,34.42329406738281,34.73341196057099,34.03799390621699,34.19775084833772,28218500,PETR4.SA
2024-09-24,34.56425476074219,35.06232831405017,34.50787164575894,34.98714604755546,35104100,PETR4.SA
2024-09-25,34.817989349365234,35.17509794355784,34.73341109244824,34.86497647323295,38655300,PETR4.SA
2024-09-26,34.066184997558594,34.695820351250084,33.80305423301741,34.695820351250084,58048200,PETR4.SA
2024-09-27,33.93461990356445,34.18835467933658,33.76546338638304,34.18835467933658,34537400,PETR4.SA
2024-09-30,33.840641021728516,34.09437578964766,33.756062765755466,33.981605976646165,21146300,PETR4.SA
2024-10-01,34.7428092956543,35.259674807556124,33.67148714028639,33.84064006255029,49748200,PETR4.SA
2024-10-02,35.22208023071289,35.64497145722622,35.09991085752298,35.47581496662089,32014500,PETR4.SA
2024-10-03,35.65436935424805,35.74834717899393,34.96834736559665,35.184490985181,31033000,PETR4.SA
2024-10-04,35.560394287109375,35.8987072785491,35.40063378120178,35.851720159713,22526800,PETR4.SA
2024-10-07,36.05846405029297,36.0678636249537,35.616780833197275,35.748346199348646,36418000,PETR4.SA
2024-10-08,35.3348503112793,35.475815249537014,35.193888957908875,35.21268452200239,34142000,PETR4.SA
2024-10-09,34.97774887084961,35.25967519087116,34.78039722043563,35.118710238416554,30789800,PETR4.SA
2024-10-10,35.38184356689453,35.466421818974354,35.071722114306006,35.146904376104764,20630100,PETR4.SA
2024-10-11,35.35364532470703,35.38184046285179,35.07171903747016,35.33484976090627,16343000,PETR4.SA
2024-10-14,35.43822479248047,35.61678086230672,35.099911802164804,35.212685188861606,22279000,PETR4.SA
2024-10-15,35.14690399169922,35.15629998187752,34.82738655232422,34.96834791432384,28204600,PETR4.SA
2024-10-16,34.96834945678711,35.31606205180974,34.949553890713915,35.287866910256106,23041200,PETR4.SA
2024-10-17,34.70521926879883,34.968350028349136,34.47967605712161,34.968350028349136,22174300,PETR4.SA
2024-10-18,34.611244201660156,34.836783823105414,34.2165444867995,34.75220556884153,32000800,PETR4.SA
2024-10-21,34.066184997558594,34.81798974259612,34.01919787316021,34.77100261819774,28390000,PETR4.SA
2024-10-22,33.93461990356445,34.11317241175024,33.82185008707279,34.01919816215516,29144300,PETR4.SA
2024-10-23,33.51172637939453,33.77485712865174,33.42714812643506,33.746665572627776,30769100,PETR4.SA
2024-10-24,33.73727035522461,33.859436157385844,33.41775290171123,33.690279647591254,23058900,PETR4.SA
2024-10-25,33.97220993041992,34.29172738747513,33.69028002104531,33.79365384316431,32585900,PETR4.SA
2024-10-28,33.91582489013672,33.95341602454333,33.211007252008265,33.351972213589114,27507100,PETR4.SA
2024-10-29,33.840641021728516,34.22594116896401,33.64329295275398,34.141366497878685,26090200,PETR4.SA
2024-10-30,33.69028091430664,34.178954895988184,33.69028091430664,33.94401568853866,26144700,PETR4.SA
2024-10-31,33.746665954589844,33.87823133070757,33.48353520235439,33.70907482287403,25597000,PETR4.SA
2024-11-01,33.28618621826172,34.17895595110767,33.17341639897328,34.01919900585637,30605300,PETR4.SA
2024-11-04,33.361366271972656,33.784257547327314,33.24859646017398,33.73727042448517,24003600,PETR4.SA
2024-11-05,33.257991790771484,33.45533985372466,32.919678777201696,33.36136560990532,23990600,PETR4.SA
2024-11-06,33.267391204833984,33.32377431689724,32.92907819290404,32.93847418328539,28440800,PETR4.SA
2024-11-07,33.37076187133789,33.727870453549166,33.14522225038482,33.3519698903315,34081200,PETR4.SA
2024-11-08,34.00040054321289,34.1319659186607,33.398956778372856,33.690279085467964,49865100,PETR4.SA
2024-11-11,34.066184997558594,34.22594193749066,33.737271541882116,33.821849799754325,21446300,PETR4.SA
2024-11-12,34.70521926879883,34.874375781334805,34.150762607683724,34.169558174064136,39412300,PETR4.SA
2024-11-13,34.658233642578125,34.836786153574174,34.32931659404281,34.72401633530761,34090000,PETR4.SA
2024-11-14,35.02473831176758,35.08112501345936,34.63943814576014,34.695821262564024,30262100,PETR4.SA
2024-11-18,35.89870834350586,35.99268258396586,34.9589515993559,34.9589515993559,39004100,PETR4.SA
2024-11-19,35.522804260253906,35.99268263296861,35.38184289937199,35.80473056690523,26002700,PETR4.SA
2024-11-21,35.62617874145508,35.832926376476316,35.28786573319762,35.68256543779384,36048400,PETR4.SA
2024-11-22,37.04520797729492,37.4305116718613,36.15244196612976,36.377981570148634,85234900,PETR4.SA
2024-11-25,36.81966781616211,37.45870265935872,36.79147626230816,37.007619873258875,41119500,PETR4.SA
2024-11-26,36.772682189941406,37.12978716953661,36.706899505021894,36.98882580966086,35188200,PETR4.SA
2024-11-27,36.641117095947266,36.98882608812339,36.41557389960566,36.83846515219149,30600700,PETR4.SA
2024-11-28,36.26521301269531,36.93243944273959,36.06786495618433,36.471960644213965,33113500,PETR4.SA
2024-11-29,36.55653762817383,36.85725949002423,36.096055260716255,36.180633508417145,44011700,PETR4.SA
2024-12-02,36.79147720336914,37.0264163845276,36.43436864423982,36.55653802221069,31711800,PETR4.SA
2024-12-03,37.120391845703125,37.120391845703125,36.72569572910242,37.02641760409939,22536200,PETR4.SA
2024-12-04,36.88545227050781,37.45870445899452,36.63171751897005,37.12039145694417,31584400,PETR4.SA
2024-12-05,37.251956939697266,37.41171745109551,36.84786125102155,37.017017752554985,25214200,PETR4.SA
2024-12-06,36.67870330810547,37.30834216904501,36.61292062508173,37.25195547578723,31118500,PETR4.SA
2024-12-09,37.62786102294922,37.75002681898144,36.9888261479826,37.00762171311544,28548700,PETR4.SA
2024-12-10,37.768821716308594,37.994364909027276,37.69364304199399,37.87219553026768,21837600,PETR4.SA
2024-12-11,38.14472579956055,38.304482722853706,37.54328206617171,37.919182607096026,46900900,PETR4.SA
2024-12-12,37.46245193481445,37.99986246951876,37.24748622997903,37.8337553175163,38310600,PETR4.SA
2024-12-13,37.227943420410156,37.84352465552549,37.05206306752006,37.71649912790837,23235400,PETR4.SA
2024-12-16,37.07160568237305,37.38428103646892,36.96412655790228,37.315883535721966,21349400,PETR4.SA
2024-12-17,37.42336654663086,37.609020101491,36.964126715004355,37.07160583993192,39617200,PETR4.SA
2024-12-18,36.45602798461914,37.52107956873486,36.45602798461914,37.403823516025156,58126400,PETR4.SA
2024-12-19,36.30946350097656,37.061839809687775,36.13358313128383,36.79801925514868,43268400,PETR4.SA
2024-12-20,36.00655746459961,36.49511321704945,35.869762450295184,36.309463372976964,59277400,PETR4.SA
2024-12-23,36.01633071899414,36.20198056333472,35.87953570449218,36.153125733496104,43785600,PETR4.SA
2024-12-26,34.95127868652344,35.17601388349294,34.785167793833644,34.81448367335805,22920700,PETR4.SA
2024-12-27,34.84379577636719,35.17601383389379,34.7949409470748,35.17601383389379,24167200,PETR4.SA
2024-12-30,35.361663818359375,35.537544186426885,34.95127877779158,34.961048252735516,22355600,PETR4.SA
2025-01-02,35.92839050292969,36.24106588648507,35.36166404062019,35.586399239589085,30046800,PETR4.SA
2025-01-03,35.54731750488281,36.19221094744224,35.48868947287393,36.035873256136455,23314200,PETR4.SA
2025-01-06,35.38120651245117,35.850219585059286,35.23464202391496,35.76227940098373,23760200,PETR4.SA
2025-01-07,36.133583068847656,36.397403622930895,35.469146946130905,35.71342482279487,37753300,PETR4.SA
2025-01-08,35.840450286865234,36.27037800703014,35.5961724107156,36.14335619514923,24483500,PETR4.SA
2025-01-09,35.996788024902344,36.12381356433156,35.85999301046377,35.85999301046377,11526600,PETR4.SA
2025-01-10,36.09449768066406,36.66122414314551,36.05541605324622,36.397403589306,40328800,PETR4.SA
2025-01-13,36.22152328491211,36.670993683790776,36.12381362511574,36.44625848435144,22897100,PETR4.SA
2025-01-14,35.97724533081055,36.280151239344455,35.74274065684879,36.260608561950214,29173100,PETR4.SA
2025-01-15,36.436485290527344,36.465797439997665,35.957699060668205,36.08472458734662,32512700,PETR4.SA
2025-01-16,36.20198059082031,36.38763416268644,35.928390561608666,36.35831828285334,26733200,PETR4.SA
2025-01-17,36.348548889160156,36.54397193648484,36.00655762449581,36.16289531687864,39941100,PETR4.SA
2025-01-20,36.436485290527344,36.57328029123446,36.26060493893698,36.36808779017378,13912800,PETR4.SA
2025-01-21,36.446258544921875,36.49511337490125,35.879535807868805,36.25083549761976,23612200,PETR4.SA
2025-01-22,36.241065979003906,36.768707087869835,36.18243794666838,36.504886533436874,21832200,PETR4.SA
2025-01-23,35.98701858520508,36.553741320918796,35.859993045651215,36.27037808936964,26725700,PETR4.SA
2025-01-24,35.80136489868164,36.055415976975425,35.56686022513232,36.03587329961555,16216500,PETR4.SA
2025-01-27,36.32900619506836,36.44625853245568,35.635257918398516,35.73296757832385,29809700,PETR4.SA
2025-01-28,36.2801513671875,36.63191210675425,36.03587348997554,36.543971921862564,27621700,PETR4.SA
2025-01-29,36.055416107177734,36.47557435347084,35.91861736516461,36.348548813865236,18204400,PETR4.SA
2025-01-30,36.53419494628906,36.65144727157362,35.95769906651235,36.19220744446568,30916000,PETR4.SA
2025-01-31,36.827327728271484,37.4917637857535,36.39740004941192,36.534195050531586,37044800,PETR4.SA
2025-02-03,36.64167785644531,36.94458373525025,36.52442553097227,36.89572518286761,24877600,PETR4.SA
2025-02-04,36.2801513671875,36.49511336451249,35.977245457586214,36.44625853454702,34290300,PETR4.SA
2025-02-05,36.01633071899414,36.22152324074709,35.90884785691843,36.20198056333472,20539800,PETR4.SA
2025-02-06,35.947933197021484,36.27037805573198,35.85999301239415,35.99678802684009,17512400,PETR4.SA
2025-02-07,35.742740631103516,36.18243782631125,35.53754438230404,36.0163306596567,21438700,PETR4.SA
2025-02-10,35.98701858520508,36.18243790466075,35.8795357230737,35.96747590778259,17483300,PETR4.SA
2025-02-11,35.98701858520508,36.24106593692821,35.84045036822873,36.162895227238266,16624300,PETR4.SA
2025-02-12,35.44960403442383,35.90884763227999,35.28349686853475,35.81113797321402,37364500,PETR4.SA
2025-02-13,35.48868942260742,35.498462624954016,35.19555671774735,35.371437086140304,15351300,PETR4.SA
2025-02-14,36.58304977416992,36.71984850229456,35.56685674264781,35.605938366156344,40322000,PETR4.SA
2025-02-17,36.80778503417969,37.05206288673692,36.612365734041276,36.77847288463577,22615200,PETR4.SA
2025-02-18,37.48199462890625,37.56016160418578,36.84687071560789,36.85664391713299,44062600,PETR4.SA
2025-02-19,37.56016159057617,37.77512729543943,37.003208380143406,37.237716760665535,32648200,PETR4.SA
2025-02-20,37.61878967285156,37.687187174066004,37.43313984489583,37.54061897010119,26641200,PETR4.SA
2025-02-21,37.51130676269531,37.648101764914266,37.29634105784595,37.648101764914266,30115200,PETR4.SA
2025-02-24,37.24748611450195,37.62855897015841,36.93481075973849,37.61878949605266,27830300,PETR4.SA
2025-02-25,37.08137893676758,37.560161442679636,36.96412661066033,37.247486088137485,31960900,PETR4.SA
2025-02-26,37.08137893676758,37.37451161572781,36.885955908332676,37.37451161572781,27420200,PETR4.SA
2025-02-27,35.77205276489258,35.89907830410537,34.667915721486644,35.52777488884429,129693500,PETR4.SA
2025-02-28,35.10761642456055,35.7134245097086,34.99036408845744,35.654800205349325,55476800,PETR4.SA
2025-03-05,33.827598571777344,34.30638483954369,33.75920106600851,34.21844465678597,48552000,PETR4.SA
2025-03-06,33.47583770751953,34.31615417777464,33.25110251411855,34.013252004113724,47749600,PETR4.SA
2025-03-07,33.837371826171875,34.13050452668836,33.446525740560205,33.505153771617316,28074700,PETR4.SA
2025-03-10,33.827598571777344,33.827598571777344,33.22179049466003,33.78851694518409,35037200,PETR4.SA
2025-03-11,33.31949996948242,34.101192135212564,33.133850130182985,33.95462392229204,28805400,PETR4.SA
2025-03-12,33.31949996948242,33.61263639532347,33.182704958695,33.37812800012753,20149100,PETR4.SA
2025-03-13,33.65171813964844,33.74943152439943,33.26087578279799,33.39767079406487,19263600,PETR4.SA
2025-03-14,34.68745803833008,34.94150538673062,33.58332100640007,33.80805620274254,41529400,PETR4.SA
2025-03-17,35.33235168457031,35.576629559526516,34.78516790280997,34.79494110514357,31175900,PETR4.SA
2025-03-18,35.361663818359375,35.57662954097179,35.08807379131417,35.361663818359375,15086400,PETR4.SA
2025-03-19,35.33235168457031,35.49846257778051,35.205326145925405,35.43983454593257,21180500,PETR4.SA
2025-03-20,35.4105224609375,35.645027134005375,34.94150566003261,35.33235175165849,46921900,PETR4.SA
2025-03-21,35.95770263671875,36.18243783557132,35.35189454731683,35.390979902087174,61175700,PETR4.SA
2025-03-24,35.90884780883789,36.094497652929896,35.66456993258729,35.85999297906469,20348000,PETR4.SA
2025-03-25,36.19221115112305,36.66122422767989,35.79159558193588,36.00655757907572,28036100,PETR4.SA
2025-03-26,36.53419494628906,36.768703324242395,36.29969029571995,36.29969029571995,26870300,PETR4.SA
2025-03-27,36.80778503417969,37.10092143915575,36.534195032078536,36.57328038305991,28444400,PETR4.SA
2025-03-28,36.573280334472656,37.01298121396839,36.2410623063408,36.788246037200395,22057700,PETR4.SA
2025-03-31,36.30946350097656,36.77847657769564,36.231296518549016,36.49511334570351,26049400,PETR4.SA
2025-04-01,36.446258544921875,37.10092519427627,36.34854888496312,36.446258544921875,19075600,PETR4.SA
2025-04-02,36.348548889160156,36.44625854913019,35.98701867440949,36.416946396616105,16959200,PETR4.SA
2025-04-03,35.1760139465332,35.46914665061073,34.794941058493954,35.32258216226425,65896000,PETR4.SA
2025-04-04,33.75920104980469,34.208671438179714,33.03614063848565,33.944854617417704,87263200,PETR4.SA
2025-04-07,32.42055892944336,33.75920060201489,32.3521614246146,33.143619331171564,85724900,PETR4.SA
2025-04-08,31.267566680908203,33.163161569079875,31.150312485830227,32.92865690630833,62128500,PETR4.SA
2025-04-09,32.537811279296875,32.81140502613863,30.329540992139172,30.59335967323124,106391600,PETR4.SA
2025-04-10,30.51519012451172,32.26422051391324,30.48587797378596,32.24467783763461,71250600,PETR4.SA
2025-04-11,31.121000289916992,31.56069932751738,30.07549132872372,30.779010907099664,65329400,PETR4.SA
2025-04-14,31.003746032714844,32.12742569738436,30.72038467976733,31.85383195524957,56015200,PETR4.SA
2025-04-15,30.290454864501953,31.140542643627054,30.27091218827099,31.003745773702487,58276900,PETR4.SA
2025-04-16,30.290454864501953,30.749696573776507,30.14388852015409,30.57381807877438,73227700,PETR4.SA
2025-04-17,30.850000381469727,31.18000030517578,30.459999084472656,30.670000076293945,65752700,PETR4.SA
2025-04-22,30.920000076293945,31.25,30.329999923706055,30.799999237060547,41683900,PETR4.SA
2025-04-23,30.56999969482422,31.780000686645508,30.5,31.350000381469727,71566500,PETR4.SA
2025-04-24,30.43000030517578,30.84000015258789,30.059999465942383,30.809999465942383,61589200,PETR4.SA
2025-04-25,30.520000457763672,30.729999542236328,30.200000762939453,30.34000015258789,35581500,PETR4.SA
2025-04-28,30.399999618530273,30.780000686645508,30.25,30.559999465942383,27362000,PETR4.SA
2025-04-29,30.559999465942383,30.809999465942383,30.149999618530273,30.299999237060547,33041100,PETR4.SA
2025-04-30,29.989999771118164,30.579999923706055,29.959999084472656,30.40999984741211,52798300,PETR4.SA
2025-05-02,30.809999465942383,30.809999465942383,29.969999313354492,30.200000762939453,33146600,PETR4.SA
2025-05-05,29.65999984741211,30.6200008392334,29.65999984741211,30.56999969482422,59011700,PETR4.SA
2025-05-06,30.149999618530273,30.389999389648438,29.959999084472656,30.110000610351562,52751300,PETR4.SA
2025-05-07,30.290000915527344,30.299999237060547,29.899999618530273,30.299999237060547,35050400,PETR4.SA
2025-05-08,30.709999084472656,31.030000686645508,30.450000762939453,30.59000015258789,44665000,PETR4.SA
2025-05-09,30.90999984741211,31.18000030517578,30.639999389648438,31.100000381469727,25075600,PETR4.SA
2025-05-12,31.649999618530273,32.16999816894531,31.649999618530273,31.899999618530273,53493600,PETR4.SA
2025-05-13,32.130001068115234,32.25,31.350000381469727,31.770000457763672,56165300,PETR4.SA
2025-05-14,31.90999984741211,32.119998931884766,31.700000762939453,32.0,28060100,PETR4.SA
2025-05-15,31.8700008392334,32.09000015258789,31.59000015258789,31.700000762939453,32468300,PETR4.SA
2025-05-16,32.02000045776367,32.15999984741211,31.65999984741211,31.84000015258789,48111800,PETR4.SA
