Date,Close,High,Low,Open,Volume,Acao
2024-05-21,102.08460235595703,102.76839853643605,101.79720669019129,102.06477779370827,7333300,DIS
2024-05-22,102.09451293945312,102.89724141781461,101.8269418205697,102.05487893438978,7190300,DIS
2024-05-23,99.75572204589844,102.08460925098557,99.36921866449389,102.0548799664596,10504000,DIS
2024-05-24,100.84583282470703,101.17286249643593,99.78544555975519,99.94400425500932,6447600,DIS
2024-05-28,101.51972198486328,101.93594705641058,100.04310211160181,100.44942246300874,7813100,DIS
2024-05-29,99.9737319946289,101.16295621452663,99.86471958545023,100.84583126805826,7376300,DIS
2024-05-30,100.78636932373047,101.15304812989396,100.06293155373781,100.23140253460126,7303700,DIS
2024-05-31,102.97651672363281,103.14498769534319,100.49897574840371,100.60798059532718,14735800,DIS
2024-06-03,101.84675598144531,103.28373435270528,101.55936786804871,103.2341805064753,6908600,DIS
2024-06-04,102.40172576904297,102.56028446038015,100.71699336334825,101.19268455906989,7269100,DIS
2024-06-05,100.58817291259766,102.1539807686011,100.12239395636891,102.07469763544393,10796900,DIS
2024-06-06,100.30076599121094,101.01429898799375,99.90435793068104,100.14220730351191,10294700,DIS
2024-06-07,100.62781524658203,101.35125304980507,99.64671103906102,99.95392373131827,6047800,DIS
2024-06-10,101.81703186035156,101.9260442789003,99.73589874771717,100.34041941026724,7633100,DIS
2024-06-11,99.96382904052734,101.95576660157352,99.83499206693716,101.71792477773394,9134200,DIS
2024-06-12,99.89445495605469,100.77645893669447,99.34939291819639,100.29085546265524,9041800,DIS
2024-06-13,99.19083404541016,100.16203350487847,98.71515037776265,99.70616683969313,10164600,DIS
2024-06-14,99.07191467285156,99.4782274814276,98.35838162662932,98.91334841331089,7087600,DIS
2024-06-17,100.60798645019531,101.00439454147188,99.71607769589235,100.07284422195572,10389000,DIS
2024-06-18,100.58817291259766,100.84583931493061,99.70616884857733,100.21158937138466,7044700,DIS
2024-06-20,100.92510986328125,101.02421755522211,99.47822677903795,99.66652232069916,7886900,DIS
2024-06-21,101.35124206542969,101.61882072266185,100.67735062320182,100.88547071698459,14144900,DIS
2024-06-24,101.06385803222656,102.15397458414645,100.99448718512771,101.33142913936348,7393600,DIS
2024-06-25,101.2818832397461,102.74859098600263,100.85574584246295,101.73775748313761,10343700,DIS
2024-06-26,101.2620620727539,101.45035761941853,100.51879972857951,100.98457867399902,10122300,DIS
2024-06-27,101.25215148925781,101.36116390643345,100.89538495320221,101.12332206934828,8365200,DIS
2024-06-28,98.39802551269531,101.65847058307324,97.4961969022085,101.10349622244459,21439400,DIS
2024-07-01,97.15925598144531,98.84398096226464,97.00068971645469,98.50703899044304,15299000,DIS
2024-07-02,97.10970306396484,97.10970306396484,96.07904501421656,97.06015677632224,13340300,DIS
2024-07-03,97.72412872314453,98.18990764523903,96.95113713364948,96.96104185392647,5030000,DIS
2024-07-05,97.10970306396484,97.42682803612927,96.70339023753031,97.42682803612927,8550800,DIS
2024-07-08,96.9404525756836,97.85639214999453,96.46256676540901,97.25904058395425,8167600,DIS
2024-07-09,96.62186431884766,97.09974253215562,95.72583317422368,97.04000965442643,9044400,DIS
